feature1,feature2
49.99718508246624,20.444481898301287
39.74351606908547,48.66446256744218
38.2496194229023,58.96284861852569
45.895153126052506,23.246060844820192
63.11914130280782,61.75355479384778
81.40490771025016,27.075919381897567
58.11224581076419,50.61978376177024
40.50729839417777,50.52696776871842
49.51301197004293,65.40541632863574
49.57772359815223,73.769215989157
55.664872558521665,49.89254747357218
59.220140342833844,41.166677391364296
40.907836741032824,52.32509955493153
41.692466864985924,69.37397476354394
50.18792528129649,64.16370854962545
42.26976507407744,21.20844241169067
44.03416529108875,76.31031762732442
66.10382791441012,23.444787378103552
38.45761045617304,42.3927193166906
53.512870731681055,25.0506215991269
47.5874088099754,25.707645310792415
49.444529422765925,67.35226891565898
54.30211768814881,22.180642960702194
41.54026885464048,53.56327975890922
49.50608569936008,78.76877760198906
37.55054970725257,34.80609789709753
57.37147819059609,75.41907500217378
68.7624598562545,36.80509180683889
38.99225400258981,70.77235285573497
49.68481424006746,37.8690256676397
59.51884279920251,70.46766948742084
60.84938905960405,74.04359528519174
43.12542775721526,40.721092763378806
40.97657503180882,74.49772238685782
40.325408932048205,25.95847872254195
54.539043368830264,43.64338825747902
44.927004175124665,64.32607296131644
45.506314197929065,34.17829026077908
43.60485815143012,38.59209361263066
41.04533635338808,37.18704527975296
64.23359821909368,62.37779376183848
51.022326398110536,72.11495949686133
38.6967939785633,41.434681243593566
50.17782961279573,63.9268534355344
56.17141934826172,50.15390279234419
41.27927873473596,77.11251414174819
51.439134642221816,40.683524363706624
61.930017928682375,61.6146191555439
29.18776120844386,76.11236922982863
56.2361230582831,46.26210655522144
46.98053313480657,57.17895374111941
50.99765871717059,30.26531720408057
73.71151482220776,44.42015556327376
54.00037122183269,72.97832722534008
33.67691273392663,44.460745965434995
58.031085429767316,76.29028501386261
68.85514250358442,60.595476131764556
58.17098936662218,47.48970224159244
49.9965205236037,60.294498005747016
41.41732535836315,21.083188007274035
50.54036367982854,79.37017041096524
57.57765670331485,35.34030455720997
46.85494696660923,62.090177434299754
65.71317782973607,47.43815823284075
47.06734121692895,28.47850122462415
34.36171062215482,33.91640413299922
42.61789662074496,51.03782748402679
62.00468550506557,49.176469601516246
53.766573904783534,52.47998745492722
61.63584991737536,70.98632258585387
53.89507943193549,66.84851013937431
69.97979879000495,39.8409916808855
70.42380668966965,66.50104941105302
57.149185780916255,23.73102368529646
44.85954210886489,46.75063456504974
31.617072223917752,52.47177863963153
33.90303655071632,26.194686809023246
60.70983382984578,24.31678830340641
49.59666522955538,65.11604757194891
72.55335281298471,59.65245424031711
29.13552499619765,58.29086707343099
41.65826581442045,53.014277324553305
59.84562405748015,48.867721768365016
55.53432286557066,24.477008365170818
47.757637405597904,68.8258608216583
44.22774564641176,42.33119568021062
45.10250045751718,29.631868271092717
42.94598323336478,24.18606497058161
58.808546181747516,48.349352532118445
73.79967844527474,58.53891063896698
51.212464591848686,52.365839369529056
52.67452147298016,36.86745989778585
58.0326098480775,78.24061923833474
60.53361354739029,33.41346720153303
44.627772118988005,73.74301865199257
39.411691194919136,20.278687216468555
45.56021925770054,27.37104592836465
59.71258559483485,61.62801778510866
45.82544733906523,27.57429479611278
52.64804918551375,23.877931366149735
47.780533305976775,26.725091607698644
46.86121303459599,42.17340110325982
58.40655807543121,71.64946570893355
65.8607726529012,40.36725988424628
47.59330574387275,64.06751543923707
37.64652605291943,79.10802797692261
45.68808323951422,27.254579232103637
58.32802138173879,48.872342828123564
35.293196842598604,24.307356790082338
60.44336647096145,67.2500073395493
53.7858032220215,48.11565340434894
52.11593671679167,77.6670879636869
47.22043315429827,53.18885978191475
32.5201930304751,63.07996215579634
36.39180731861949,26.792652372547813
55.32837072365682,45.70609647177676
42.09683117934559,73.02477593870441
50.217325544308416,56.020016322510315
61.656212001680174,58.53039254380498
60.10319878798811,34.63231655171592
37.81002381269264,72.5203802531953
29.82285448199891,53.34940423006079
49.036372110181766,69.94331120373553
36.38112493652052,32.15641536625496
60.948656250809755,39.025865078685754
59.183828753830475,28.353371083422555
38.81847589908943,67.31805255926668
58.76866123569097,43.84225373170544
34.91096148283233,37.7436555979953
55.20171792608188,75.64215225971573
47.26637828073297,58.690406613164704
31.247880149153072,26.298125151902454
30.337851323100963,52.15398950785075
40.17282874801667,40.0840561667562
49.086842710736626,54.25595460375026
55.111404037072525,36.927045262494616
23.405157366985122,73.61997606532378
61.99755857883409,32.312113821345385
52.276408124855585,59.71341227402199
41.582693934336476,65.00644543230112
38.81622471227831,51.48698239300741
42.65549857851091,58.68545563903206
45.65337017847425,25.3641103476739
49.777128331368225,61.48005635073708
42.181995777921685,43.33023375082641
34.45076624339739,36.2803686964456
69.80553641576606,31.485761732385633
33.96645544072069,23.947783836983298
64.4997519905697,41.404106104287195
50.34653256077729,67.67426337320876
46.260426454262884,46.128249487346864
33.94254319382202,66.72866360857554
44.71612902204857,45.84074518104144
46.37364009486361,52.08266088798269
48.94687615550766,78.7040008263223
31.61021442664356,40.03867207350628
60.50748312134453,24.442059981200522
39.29592919589072,60.502369301575186
52.46617868041685,28.930153894427118
36.68145827737185,69.94772653840309
44.2682088216684,59.042892804980454
23.735926000145824,25.208277802391486
38.290777357980915,47.90094382413167
54.03104707761693,67.50550391952717
32.42522773110617,57.54848908770478
49.346112080682076,34.104064875520265
60.0590950661027,63.198154953775
31.86836399355973,56.99646451161739
53.247455247230334,53.105691944264535
63.0420633797259,60.46221149459731
51.5605880445692,48.92710324194577
45.51873897943722,38.82990079063802
42.49321701261905,62.001373648518864
44.19237850706752,36.59168628839312
54.537693928862126,29.413909882928046
62.15851626487821,39.55441073708451
44.0044234610838,61.246810454952985
59.29877731155083,70.26263765507764
62.74982837098627,66.84052014255772
30.07536989090214,35.61846029606671
39.35630104036054,23.80247716886377
70.08166604947938,32.76240732136965
40.07891765603394,55.688947879118494
46.12286303706558,35.565459529103464
45.82733704270785,78.81920759356007
73.05618511918489,21.649431934714567
42.13665707164299,30.767580259543255
51.39469525547545,32.64633090591764
56.16807544002572,35.403313143226704
29.299225279409452,47.61841774469497
34.0108439352085,45.60603545049554
56.48303888266836,44.751381910949306
62.84490138197495,31.951836078644433
59.3009914071299,51.34429578151403
51.195157077430196,70.529258373082
55.673978873727336,37.68162269127093
48.002360331522375,54.25552608752574
58.0855057378858,42.62826569272876
54.06858023240649,79.09515278733757
48.772506706158886,56.972034675983004
54.166408065994496,45.98909660928631
38.55030094564444,26.638371456630317
48.52481559132963,51.51821820527978
60.01752246393655,51.798365051699264
57.54655842780325,57.353635720053944
60.68560852629243,37.543370489248844
54.080255911482375,76.98947746910484
58.38198973994787,32.31163592644575
50.60314341692557,77.30909117142221
61.06240543212964,41.552128947147445
56.65530346023694,28.460678314648543
57.44223731862143,38.278637716073234
47.22380402134486,38.21934587039516
45.989406946128305,52.54834455443808
37.54164517058902,77.88677357955413
57.38446835768447,79.58146333125262
50.23574073514787,61.5234807148434
37.273992633774895,42.05580530087087
48.07254784020062,53.824526649072865
52.045598731449225,48.68667478100083
50.99741660837545,22.798567484398404
36.52013167490963,72.54978453333734
44.809149387784856,55.14760347686384
54.95326410682524,34.68970948547837
46.28117212518906,45.235000696016954
45.458414233509586,56.12515094259952
63.108012373422035,73.17008379218878
46.26106276924192,57.85298034549898
28.963621880733097,23.18420379334985
31.44321132747906,65.83775794649719
31.93511743210135,56.14337794185816
45.422259802045076,35.61682213787636
40.78089849651598,46.59734676089835
63.59949075999304,37.16712616564072
50.85206760992715,73.2427258919948
51.41901714255399,49.73031597464995
47.88781430299918,21.71741617513003
48.52683044967035,69.70907948455908
54.327962636917626,35.26936850976023
57.812706567221056,46.71540145376112
47.27661041937043,56.4648785555278
49.74705570814212,50.16846406392082
62.43501314502529,34.64095198974296
49.29745677217177,30.63755938999121
39.51008480078556,68.33788504917754
49.29472534468516,61.25489582537095
47.838325000081,55.5393611229984
52.87963602764743,75.23379612359892
61.567711498997944,31.646635270910338
41.69671380658775,66.58840055098744
55.83419659000284,48.31492732251601
50.63891583267812,77.3182760804639
43.10392250863205,56.30895060497757
51.938918500367905,28.3783941570767
58.770284270087664,59.49435206439687
54.66760178194889,71.2759476239201
56.81937847619972,64.46155357655704
53.07992008234783,70.53561309757484
47.29802013975354,21.01970999738777
51.19856385287059,31.287119269692433
37.64082008463114,71.22615048894063
53.09985070294424,68.18791807944933
50.306147145439695,52.87918734586682
46.633586259049096,33.0555843653878
49.93214808995674,40.6163896214661
38.67959366442359,59.665313681394295
47.48488264733254,55.433840192359064
50.79729566842624,67.15470537249018
62.07221208303763,45.142178810946234
54.76822938012947,22.65292970516678
33.33732748160422,31.42009242831329
44.11716820556465,76.80313848255753
55.39540599685345,58.559073370001094
43.39359058309197,66.77103833772868
46.3250233543119,47.285584771218915
56.87568859956597,27.44737478322335
32.43104300997009,79.03298518441721
66.17480033492161,75.03183487232278
42.90359450525616,45.2309229206169
47.30088899839892,37.764371356463684
52.49982322455029,64.75150776487862
25.205283659963577,46.08810910974989
38.769569127044946,64.06684386120656
39.067956731908566,59.42303935530607
59.03697430555692,68.25396649219864
57.186826908618904,43.4487450983992
48.15994306243843,36.76836520894918
56.80714696275757,36.88145650537659
39.77907127204152,79.58122541382349
66.68127594681711,70.53324876342167
37.500722025004606,43.3998208630541
56.54662659548557,31.54485292979247
